48,Instagram,Video,2022-11-04,1775,1740,1583,142,179,197,25,13,Paid,3975,Awareness,Night,1
49,Instagram,Reel,2021-08-25,17692,13889,9512,135,19,2712,28,94,Organic,0,Motivation,Night,0
50,Instagram,Image,2025-02-01,4552,3952,2483,261,59,889,176,57,Organic,0,Motivation,Night,1
51,Facebook,Image,2021-04-01,13622,12896,27,266,473,778,65,134,Organic,0,Motivation,Night,1
52,YouTube,Story,2023-06-03,18643,16811,10286,63,368,1614,186,88,Paid,718,Motivation,Day,1
53,Instagram,Image,2023-04-17,10840,10658,4844,283,65,1266,341,96,Organic,0,Entertainment,Day,0
54,Facebook,Reel,2024-10-19,7286,6093,5042,291,154,1361,194,115,Organic,0,Awareness,Day,1
55,Instagram,Reel,2022-09-15,14306,13071,7043,296,310,3414,0,176,Organic,0,Entertainment,Night,1
56,YouTube,Image,2024-10-15,11559,10744,2780,43,145,1809,452,12,Paid,4915,Awareness,Day,1
57,YouTube,Story,2025-08-04,17890,16172,3680,101,75,2745,95,179,Organic,0,Entertainment,Day,0
58,YouTube,Image,2024-06-05,1800,1127,848,294,99,125,30,39,Organic,0,Education,Day,1
59,Facebook,Video,2021-10-30,13582,12198,1746,217,112,1636,124,85,Organic,0,Awareness,Day,1
60,YouTube,Video,2024-02-16,6763,6178,3739,68,410,951,25,168,Paid,3921,Motivation,Night,1
61,Instagram,Image,2024-05-04,16225,15203,10037,258,218,4351,1144,54,Paid,3972,Awareness,Day,0
62,Instagram,Image,2025-10-31,18952,15023,4246,126,430,1303,380,108,Organic,0,Promotion,Night,0
63,YouTube,Story,2024-07-07,10086,9187,7206,39,365,2135,496,136,Organic,0,Awareness,Day,1
64,Facebook,Video,2022-10-17,10362,8137,1133,77,118,1112,171,6,Organic,0,Promotion,Night,1
65,Instagram,Story,2023-04-30,13551,9381,8890,238,212,876,32,138,Organic,0,Promotion,Day,1
66,Facebook,Video,2025-04-26,3040,2247,1558,244,3,430,99,58,Organic,0,Education,Day,1
67,Instagram,Reel,2025-09-08,12526,9961,7999,112,139,1597,436,110,Organic,0,Awareness,Day,1
68,Facebook,Image,2022-11-20,15281,13146,11864,84,430,118,24,8,Organic,0,Education,Day,1
69,Instagram,Video,2021-02-25,16315,10834,1375,219,69,2548,546,58,Paid,1534,Motivation,Day,1
70,Instagram,Reel,2023-02-16,16128,11164,7449,167,172,205,16,150,Organic,0,Awareness,Day,0
71,Instagram,Video,2023-05-14,13423,10332,7705,9,383,3080,851,48,Organic,0,Entertainment,Day,1
72,YouTube,Video,2024-08-24,18675,11631,508,126,102,1433,114,166,Organic,0,Entertainment,Day,1
73,Instagram,Video,2021-09-16,1667,1636,1155,111,238,78,7,18,Organic,0,Entertainment,Night,1
74,Facebook,Video,2024-05-25,9396,8778,2683,159,55,1510,85,99,Organic,0,Promotion,Day,1
75,Instagram,Image,2024-10-19,19962,12187,11714,101,38,1277,294,52,Organic,0,Entertainment,Night,1
76,Facebook,Video,2022-09-10,8957,5791,4636,21,177,1427,395,19,Organic,0,Motivation,Night,1
77,Facebook,Story,2023-11-03,18456,14582,207,215,421,3035,70,44,Paid,343,Awareness,Day,1
78,Instagram,Reel,2024-07-25,17062,11101,7135,90,375,1775,370,86,Paid,3116,Awareness,Day,0
79,Facebook,Image,2025-07-14,18096,16185,7616,223,422,2212,630,115,Organic,0,Promotion,Day,0
80,Instagram,Reel,2022-07-26,9794,7196,6147,237,291,1005,44,57,Organic,0,Promotion,Day,1
81,Instagram,Reel,2025-10-09,13418,10805,7988,108,181,117,31,28,Organic,0,Promotion,Night,1
82,Instagram,Video,2024-12-07,9465,7073,4232,97,43,1145,305,158,Organic,0,Motivation,Day,1
83,YouTube,Image,2024-02-12,8908,8293,8041,229,405,1664,250,128,Organic,0,Awareness,Day,1
84,Facebook,Reel,2023-04-09,1565,1034,627,297,188,150,14,45,Paid,3121,Education,Day,1
85,Facebook,Story,2025-03-08,16507,14438,5764,232,138,2816,435,161,Paid,4934,Promotion,Night,0
86,YouTube,Story,2025-01-17,11047,8687,1958,274,486,944,61,19,Paid,3573,Entertainment,Night,0
87,Facebook,Story,2022-07-21,7066,5023,823,99,151,443,123,49,Organic,0,Education,Night,0
88,Facebook,Reel,2021-01-29,8454,6550,2247,23,498,367,38,69,Paid,1036,Education,Night,1
89,YouTube,Story,2021-07-30,2786,2269,1922,245,225,129,31,93,Paid,4102,Promotion,Day,0
90,Instagram,Video,2025-10-31,12164,8808,1070,205,251,210,32,75,Organic,0,Entertainment,Day,0
91,YouTube,Reel,2021-04-20,3427,3237,2305,155,43,644,175,13,Organic,0,Promotion,Day,1
92,Facebook,Reel,2024-05-26,9132,5964,4280,194,230,1142,213,92,Paid,2757,Promotion,Day,1
93,Facebook,Video,2022-09-18,15507,11739,9988,50,485,2410,439,133,Organic,0,Entertainment,Day,0
94,YouTube,Reel,2024-09-14,7808,7246,1964,88,282,864,135,140,Organic,0,Education,Day,1
95,Facebook,Image,2023-07-12,3459,2395,1192,16,118,2,0,67,Organic,0,Education,Day,1
96,YouTube,Story,2024-11-08,10440,8580,3241,217,58,1859,72,143,Organic,0,Entertainment,Day,1
97,YouTube,Video,2022-06-29,18844,13147,977,84,405,2652,152,85,Organic,0,Education,Night,1
98,Facebook,Story,2023-08-18,11079,9011,6594,139,256,1798,127,140,Paid,3630,Motivation,Night,1
99,YouTube,Image,2024-05-09,18694,15261,12034,165,309,3586,164,167,Organic,0,Promotion,Day,0
100,Facebook,Video,2024-10-12,9204,5627,5507,137,295,187,14,167,Organic,0,Motivation,Day,1
101,Facebook,Image,2023-11-29,2318,2171,1139,92,299,179,30,37,Organic,0,Motivation,Day,1
102,Instagram,Image,2023-08-21,15283,14369,5460,164,343,4028,186,127,Organic,0,Motivation,Night,1
103,Facebook,Image,2023-04-24,4427,4412,2361,205,416,329,42,9,Organic,0,Awareness,Night,1
104,Instagram,Story,2022-10-07,19025,11715,1899,206,442,1862,90,45,Organic,0,Awareness,Day,1
105,Facebook,Image,2025-11-16,17862,17474,13541,27,96,9,2,32,Organic,0,Motivation,Day,1
106,YouTube,Reel,2025-04-06,17988,13755,4375,281,67,4083,905,139,Organic,0,Promotion,Day,1
107,YouTube,Reel,2021-09-06,10438,9851,2594,159,282,2860,496,76,Organic,0,Motivation,Day,1
108,YouTube,Image,2022-04-06,1448,1433,240,78,255,208,5,16,Organic,0,Motivation,Night,1
109,Instagram,Image,2023-05-01,10563,10505,3993,233,282,2889,279,166,Organic,0,Awareness,Day,1
110,Facebook,Reel,2024-05-12,5739,5014,571,141,395,390,117,37,Organic,0,Motivation,Night,1
111,YouTube,Story,2022-07-02,14596,11541,4891,300,296,3226,519,52,Paid,2620,Promotion,Day,1
112,Instagram,Image,2022-12-08,17044,11443,7460,164,445,1829,495,155,Organic,0,Promotion,Night,0
123,Facebook,Story,2022-12-09,10425,7549,5234,217,353,302,56,9,Organic,0,Education,Day,1
124,Instagram,Video,2023-02-27,9195,7388,1943,195,292,1237,101,146,Organic,0,Awareness,Day,1
125,YouTube,Image,2022-08-28,12762,12365,4497,4,289,1211,358,107,Organic,0,Entertainment,Night,1
126,Instagram,Reel,2024-05-28,2607,2581,778,128,347,293,29,31,Paid,2178,Education,Night,1
127,Instagram,Video,2025-06-04,5481,3685,2373,186,374,80,9,141,Organic,0,Awareness,Day,0
128,Instagram,Reel,2025-03-11,5306,3552,822,67,402,604,83,19,Organic,0,Entertainment,Night,1
129,Instagram,Reel,2023-10-25,18675,18384,8420,246,495,2997,543,94,Organic,0,Motivation,Night,1
130,YouTube,Reel,2021-06-04,10671,9176,6511,285,187,471,119,46,Organic,0,Education,Day,1
131,YouTube,Image,2024-01-04,3959,3183,1509,134,299,14,2,128,Organic,0,Motivation,Night,1
132,Facebook,Reel,2021-08-10,13485,13321,7724,12,317,3851,760,67,Organic,0,Entertainment,Day,1
133,Instagram,Story,2024-07-25,19396,14324,10637,209,59,1813,64,100,Organic,0,Promotion,Day,1
134,YouTube,Video,2023-10-06,5580,3533,961,275,69,76,9,56,Organic,0,Promotion,Day,1
135,Facebook,Image,2025-03-02,13735,11957,9622,79,453,1519,343,100,Organic,0,Promotion,Night,1
136,Facebook,Image,2023-09-30,14594,14121,4583,16,353,811,213,136,Paid,2622,Motivation,Day,1
137,Instagram,Video,2022-04-29,13141,9663,6018,278,461,1816,455,155,Organic,0,Education,Night,0
138,YouTube,Image,2022-01-24,12753,8147,750,108,328,1630,141,147,Organic,0,Motivation,Day,1
139,Facebook,Reel,2021-09-15,1699,1070,140,283,106,170,15,175,Organic,0,Motivation,Night,1
140,Facebook,Video,2021-10-30,8076,5799,2271,74,66,672,198,33,Organic,0,Promotion,Night,1
141,Facebook,Video,2021-08-14,18701,13273,2159,7,183,3270,178,40,Organic,0,Motivation,Night,1
142,Instagram,Video,2021-12-23,8796,7688,1038,215,269,1326,8,17,Paid,4571,Entertainment,Night,1
143,Instagram,Video,2023-07-08,4724,4361,,257,113,130,30,164,Organic,0,Awareness,Night,0
144,Facebook,Video,2023-07-28,2420,2196,249,245,433,533,77,75,Organic,0,Awareness,Day,1
145,Facebook,Image,2023-10-02,14160,11988,1204,41,164,2810,110,90,Organic,0,Awareness,Day,1
146,Facebook,Story,2024-07-02,5860,3785,1560,271,150,258,35,32,Organic,0,Promotion,Day,1
147,Facebook,Video,2025-06-13,15867,13661,10726,282,369,3524,203,70,Organic,0,Promotion,Night,1
148,Instagram,Image,2023-04-28,8045,6588,3266,212,373,,116,174,Paid,2490,Awareness,Day,1
149,Instagram,Story,2024-09-24,4115,3109,625,242,34,437,80,49,Organic,0,Education,Day,0
150,Facebook,Story,2021-07-17,3989,2567,532,284,30,95,13,66,Organic,0,Awareness,Night,1
151,Instagram,Story,2021-09-08,19402,16242,14313,216,444,2700,686,138,Organic,0,Motivation,Night,1
152,YouTube,Reel,2022-12-22,2685,2200,633,246,114,614,79,32,Organic,0,Awareness,Night,1
153,Instagram,Reel,2025-04-11,4546,3444,3306,219,432,752,29,32,Organic,0,Awareness,Day,1
154,Facebook,Video,2024-10-14,19381,17914,8763,14,92,5093,1256,112,Organic,0,Education,Day,1
155,YouTube,Reel,2022-12-20,9954,8850,2347,289,336,1265,173,48,Organic,0,Promotion,Day,1
156,YouTube,Reel,2021-03-04,14132,9049,6163,214,232,581,162,88,Organic,0,Promotion,Day,1
157,Instagram,Video,2025-01-17,12170,8591,861,79,80,1515,159,34,Organic,0,Motivation,Day,1
158,Instagram,Image,2024-09-17,2630,1745,1243,226,212,278,56,79,Organic,0,Awareness,Day,1
159,YouTube,Story,2023-05-31,9951,6852,5555,249,269,466,88,132,Organic,0,Entertainment,Day,1
160,YouTube,Video,2024-05-12,11106,7035,1674,154,484,903,202,96,Organic,0,Motivation,Day,1
161,Instagram,Video,2022-08-16,7921,7895,63,254,382,562,65,133,Organic,0,Promotion,Day,1
162,Facebook,Reel,2023-12-27,15111,10505,8196,286,426,529,97,125,Organic,0,Education,Day,1
163,YouTube,Image,2025-02-28,12605,8153,153,235,471,1626,441,31,Organic,0,Promotion,Night,1
164,Instagram,Image,2024-03-20,3551,2771,1185,58,207,589,109,125,Paid,3809,Promotion,Night,1
165,Instagram,Story,2024-06-19,1683,1341,180,223,432,87,25,120,Organic,0,Education,Night,0
166,YouTube,Image,2023-12-10,4468,3178,1270,173,113,446,102,7,Organic,0,Awareness,Day,1
167,YouTube,Reel,2024-07-20,11913,8524,5724,179,372,312,65,107,Organic,0,Awareness,Night,1
168,YouTube,Reel,2022-06-09,5839,4470,1252,38,90,210,18,159,Organic,0,Promotion,Night,1
169,Facebook,Story,2025-11-05,17191,14114,2473,225,34,3677,661,141,Organic,0,Motivation,Day,1
170,Instagram,Video,2025-06-19,16365,13441,5766,259,37,2586,310,66,Organic,0,Entertainment,Day,1
171,Instagram,Story,2021-04-27,11171,10484,1257,46,314,1851,38,169,Organic,0,Motivation,Day,1
172,Facebook,Video,2025-06-10,17615,13718,7368,292,333,3790,1135,55,Organic,0,Motivation,Night,1
173,YouTube,Video,2023-10-24,7168,5616,3690,52,415,1239,243,176,Organic,0,Promotion,Day,1
174,YouTube,Image,2021-03-22,12253,8041,3599,268,267,2066,176,156,Paid,638,Promotion,Night,1
175,Instagram,Story,2023-03-05,6201,5210,4897,26,404,763,72,63,Organic,0,Entertainment,Day,0
176,Facebook,Image,2024-02-17,11965,7718,2327,129,370,1350,48,122,Organic,0,Entertainment,Night,1
177,YouTube,Story,2024-09-21,5927,4921,2541,200,66,166,37,164,Organic,0,Entertainment,Night,1
178,Instagram,Reel,2024-08-10,3776,2899,2744,269,47,572,96,100,Organic,0,Promotion,Night,1
179,Instagram,Reel,2023-01-13,14874,13089,3509,174,485,1482,9,117,Organic,0,Promotion,Day,1
180,YouTube,Story,2021-11-14,16934,11732,1657,259,394,927,70,66,Organic,0,Motivation,Day,1
181,Instagram,Reel,2024-09-17,18687,18053,12344,78,83,4313,77,,Organic,0,Promotion,Night,1
182,Facebook,Image,2021-12-06,6925,6713,357,210,186,1656,462,16,Organic,0,Awareness,Night,1
183,Facebook,Reel,2022-04-25,8783,7088,2535,240,462,1167,229,43,Paid,757,Awareness,Day,1
184,Instagram,Story,2023-06-22,7357,5920,3128,257,270,1389,292,134,Paid,1773,Entertainment,Night,0
185,YouTube,Story,2024-05-23,14718,10157,854,246,447,817,205,135,Organic,0,Promotion,Day,0
186,Facebook,Video,2025-09-29,13163,12439,4670,42,390,420,91,117,Organic,0,Awareness,Day,1
187,Instagram,Video,2021-10-29,6253,4868,1818,230,452,,262,105,Organic,0,Motivation,Day,1
188,Facebook,Story,2023-03-23,12455,7691,1931,197,41,1699,27,117,Organic,0,Education,Night,1
189,Facebook,Story,2021-07-22,13285,9810,2392,70,19,115,20,85,Organic,0,Motivation,Day,1
190,Facebook,Image,2021-10-12,10400,10110,7349,2,463,2851,851,3481,Organic,0,Education,Night,1
191,YouTube,Image,2025-09-07,3596,2195,455,147,121,262,27,6,Paid,4742,Motivation,Day,1
192,Facebook,Image,2023-05-10,10868,7518,514,56,428,195,15,134,Organic,0,Awareness,Night,0
193,Facebook,Reel,2024-07-18,17378,15314,11772,73,149,4391,33,58,Organic,0,Promotion,Night,1
194,Facebook,Image,2022-05-08,15065,9051,3068,43,268,2518,361,91,Organic,0,Education,Day,1
195,Facebook,Video,2023-11-06,12816,8243,6397,240,22,2154,557,133,Paid,1699,Promotion,Day,1
196,YouTube,Story,2023-01-02,13677,11264,3950,53,395,1038,8,151,Organic,0,Promotion,Night,0
197,Instagram,Reel,2024-01-24,11895,8229,7612,245,323,181,22,130,Organic,0,Awareness,Night,1
198,Instagram,Reel,2021-03-17,6972,4735,358,102,453,129,29,134,Organic,0,Entertainment,Day,1
199,Facebook,Image,2023-03-27,2373,1746,518,18,385,317,65,57,Paid,1831,Entertainment,Day,1
200,Facebook,Story,2021-04-08,7262,5528,2238,63,409,731,199,176,Organic,0,Education,Day,0
201,Instagram,Story,2023-06-20,13059,11414,3060,254,354,1638,380,164,Paid,1370,Awareness,Day,1
202,YouTube,Image,2022-07-01,17302,13390,1293,220,308,3785,1063,164,Organic,0,Promotion,Day,0
203,YouTube,Story,2021-07-30,6913,6381,5414,151,156,601,82,72,Organic,0,Motivation,Night,1
204,Instagram,Story,2024-11-13,15611,14302,7325,21,372,3490,341,127,Organic,0,Motivation,Day,1
205,YouTube,Video,2025-06-09,12552,11094,10996,207,186,1124,327,149,Organic,0,Education,Day,1
206,Facebook,Image,2021-10-20,17812,17249,1140,64,34,1310,15,42,Organic,0,Education,Night,1
207,Facebook,Video,2023-02-24,8733,8427,2513,230,485,1500,185,28,Paid,4057,Education,Day,1
208,YouTube,Story,2024-03-21,13155,10940,6521,160,332,1818,78,73,Organic,0,Awareness,Night,0
209,YouTube,Image,2025-02-15,10132,7101,4241,198,467,464,6,120,Organic,0,Motivation,Night,1
210,Instagram,Reel,2024-12-12,19404,12606,10024,146,355,1072,133,102,Organic,0,Awareness,Day,1
211,YouTube,Image,2025-10-13,17095,11896,2828,227,44,502,34,143,Organic,0,Awareness,Day,1
212,Facebook,Story,2024-02-01,11472,9729,4914,80,364,2906,66,148,Organic,0,Promotion,Day,1
213,YouTube,Reel,2021-09-06,6704,5502,1939,252,13,1041,114,101,Organic,0,Awareness,Day,1
214,Facebook,Reel,2023-08-16,12825,12233,10026,44,33,2344,377,128,Organic,0,Awareness,Day,1
215,Facebook,Image,2023-09-08,11134,9941,6708,294,37,2936,736,74,Organic,0,Promotion,Night,1
216,Instagram,Image,2021-06-01,5106,5054,4238,176,65,649,164,97,Paid,3816,Entertainment,Day,1
217,YouTube,Image,2025-04-22,19065,16680,16477,28,425,4815,372,7,Organic,0,Promotion,Night,0
218,YouTube,Story,2021-12-04,5068,4101,1847,177,485,313,38,152,Paid,1924,Education,Day,1
219,YouTube,Story,2022-05-29,18003,13127,2050,155,314,3464,161,1738,Organic,0,Entertainment,Night,0
220,Facebook,Reel,2024-04-27,18481,11853,2804,172,431,2058,172,151,Organic,0,Motivation,Night,1
221,YouTube,Video,2021-02-28,19468,12017,10509,295,135,3380,884,94,Organic,0,Awareness,Night,1
222,Facebook,Video,2024-06-19,7907,7885,4079,279,148,2343,426,151,Organic,0,Entertainment,Day,1
223,Instagram,Video,2022-09-02,10899,10495,981,80,225,1003,207,152,Paid,4369,Motivation,Day,1
224,Facebook,Reel,2022-11-28,14619,12737,5121,163,375,1902,208,100,Organic,0,Promotion,Day,0
225,Facebook,Video,2023-11-21,12317,10656,5228,123,238,535,94,56,Organic,0,Promotion,Night,1
226,YouTube,Video,2021-10-16,5014,3555,1188,196,442,920,126,165,Paid,3957,Education,Night,1
227,Facebook,Story,2024-03-29,14701,10853,3110,81,255,654,83,172,Organic,0,Education,Day,0
228,YouTube,Video,2023-10-16,17866,14543,6442,258,234,4085,631,132,Organic,0,Entertainment,Night,1
229,YouTube,Story,2021-04-10,8888,6213,4054,240,146,1194,180,43,Organic,0,Awareness,Night,1
230,Instagram,Story,2021-10-02,18586,11217,6606,187,23,440,110,86,Paid,4279,Promotion,Day,1
231,Instagram,Story,2022-02-03,14126,8894,1204,197,258,2335,575,108,Organic,0,Entertainment,Day,0
232,Facebook,Video,2025-08-18,15757,15715,2108,49,201,4504,572,133,Organic,0,Entertainment,Night,1
233,YouTube,Reel,2025-03-27,13228,10713,9870,260,205,2284,374,15,Organic,0,Entertainment,Day,1
234,Facebook,Story,2021-10-08,17386,10760,7761,265,233,185,2,155,Paid,3439,Education,Night,1
235,Instagram,Reel,2024-06-09,5880,5639,3219,153,303,286,41,163,Organic,0,Promotion,Night,0
236,Instagram,Story,2023-12-27,12022,11368,7780,8,188,3392,521,46,Organic,0,Education,Day,1
237,Facebook,Video,2025-06-20,11854,8009,4889,242,135,1706,315,103,Organic,0,Education,Night,1
238,Instagram,Reel,2024-04-10,19955,16704,12458,75,420,1864,52,11,Paid,4689,Entertainment,Day,1
239,YouTube,Image,2022-01-26,8936,5490,2569,214,77,1172,56,148,Paid,4807,Motivation,Night,0
240,Facebook,Image,2023-10-25,14531,14374,14300,31,361,1670,210,94,Paid,4981,Motivation,Day,0
241,Instagram,Image,2024-09-18,5524,5438,2570,88,,424,83,116,Organic,0,Motivation,Day,0
242,Facebook,Story,2025-05-01,18469,13885,9995,247,98,2902,692,64,Organic,0,Entertainment,Night,1
243,Instagram,Story,2022-04-06,9077,6588,5774,106,353,1142,152,117,Organic,0,Awareness,Day,1
244,Facebook,Story,2024-02-22,17023,12810,4715,62,293,1965,357,6,Paid,2057,Promotion,Night,1
245,YouTube,Story,2022-12-08,18799,14389,689,147,489,3232,838,133,Organic,0,Entertainment,Day,0
246,Instagram,Reel,2025-03-11,3589,2862,827,275,138,452,65,52,Organic,0,Entertainment,Day,1
247,Facebook,Reel,2021-08-12,19416,17352,7944,25,342,2225,140,144,Paid,3964,Education,Night,1
248,YouTube,Image,2021-04-18,18401,12888,5411,241,51,2613,238,41,Organic,0,Motivation,Day,0
249,Instagram,Image,2021-11-20,5504,3323,1955,102,387,987,281,164,Organic,0,Entertainment,Night,1
250,YouTube,Reel,2021-05-02,10412,8878,8767,19,467,1169,330,13,Organic,0,Awareness,Day,1
251,Instagram,Image,2021-03-16,6736,5752,1526,148,448,1715,180,103,Organic,0,Promotion,Day,1
252,YouTube,Story,2024-05-19,2227,1345,582,,328,152,36,1234,Paid,86567,Awareness,Day,1
253,Facebook,Image,2025-10-09,18802,15576,4470,98,414,4046,274,52,Organic,0,Entertainment,Night,0
254,Facebook,Story,2023-07-29,4691,3491,2943,95,7,332,93,135,Organic,0,Entertainment,Day,1
255,YouTube,Reel,2025-03-31,12046,9643,6643,218,263,2325,690,152,Organic,0,Education,Day,1
256,YouTube,Reel,2021-07-15,11745,7757,3911,165,479,1641,342,156,Organic,0,Awareness,Night,1
257,Instagram,Story,2022-04-28,9128,5503,2700,154,298,534,98,58,Organic,0,Education,Day,1
258,YouTube,Video,2024-11-19,19772,11956,10941,60,238,1071,184,124,Organic,0,Awareness,Day,1
259,Facebook,Story,2023-10-27,11053,7939,5654,60,327,1660,351,165,Organic,0,Motivation,Day,1
260,YouTube,Image,2022-03-25,10667,9410,2509,232,382,2517,226,156,Organic,0,Motivation,Day,1
261,Facebook,Reel,2023-08-23,13242,11351,4054,41,269,2875,562,120,Organic,0,Awareness,Day,1
262,YouTube,Video,2024-03-01,15639,13709,13578,280,462,2963,79,79,Organic,0,Education,Day,1
263,YouTube,Story,2021-11-03,17563,12193,8525,226,59,2345,549,117,Paid,3407,Motivation,Day,1
264,Instagram,Video,2023-11-12,7730,7574,3714,67,262,2002,93,168,Paid,798,Entertainment,Day,0
265,Instagram,Story,2024-02-19,14612,12509,11850,11,202,2309,59,170,Paid,1283,Promotion,Day,0
266,YouTube,Video,2024-03-30,9338,8946,6941,176,358,12,1,108,Organic,0,Education,Night,0
267,YouTube,Story,2023-08-25,3089,2961,1674,92,393,61,2,88,Organic,0,Awareness,Night,1
268,Instagram,Image,2023-02-23,5437,4983,3077,41,349,766,228,116,Organic,0,Promotion,Day,1
269,YouTube,Image,2021-08-31,18671,12291,8664,65,372,2676,356,103,Organic,0,Promotion,Night,1
270,Facebook,Image,2023-08-07,8297,4992,4357,194,421,46,4,157,Organic,0,Entertainment,Night,1
271,Instagram,Reel,2021-11-14,8525,6128,5939,57,16,943,177,97,Organic,0,Education,Night,1
272,YouTube,Video,2022-02-27,14737,13879,9731,17,228,128,15,150,Paid,216,Promotion,Day,1
273,YouTube,Reel,2023-06-18,2595,2058,231,71,257,45,6,132,Organic,0,Education,Night,0
274,Facebook,Story,2024-03-28,10478,8204,3881,154,448,2359,326,114,Organic,0,Entertainment,Day,1
